movieId,overview,director,actors
1730,"The Tibetans refer to the Dalai Lama as 'Kundun', which means 'The Presence'. He was forced to escape from his native home, Tibet, when communist China invaded and enforced an oppressive regime upon the peaceful nation. The Dalai Lama escaped to India in 1959 and has been living in exile in Dharamsala ever since.",Martin Scorsese,"['Tenzin Thuthob Tsarong', 'Tencho Gyalpo', 'Tsewang Migyur Khangsar', 'Gyurme Tethong', 'Robert Lin']"
1731,"Mr. Magoo, a man with terrible eyesight, gets caught up in a museum robbery.",Stanley Tong Gwai-Lai,"['Leslie Nielsen', 'Kelly Lynch', 'Matt Keeslar', 'Nick Chinlund', 'Stephen Tobolowsky']"
1732,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",Joel Coen,"['Jeff Bridges', 'John Goodman', 'Julianne Moore', 'Steve Buscemi', 'David Huddleston']"
1733,"Lucky Mann is a builder equally handy at repairs and seduction. The latest housewife to succumb to his charms is Marianne, unhappily married to corporate exec Jeffrey. When Jeffrey becomes enraptured by Lucky’s wife Phyllis, the four get caught in a love quadrangle that reignites their marriages.",Alan Rudolph,"['Nick Nolte', 'Julie Christie', 'Lara Flynn Boyle', 'Jonny Lee Miller', 'Jay Underwood']"
1734,"Ludovic is waiting for a miracle. With six-year-old certainty, she believes she was meant to be a little girl -- and that the mistake will soon be corrected. But where she expects the miraculous, Ludo finds only rejection, isolation and guilt -- as the intense reactions of family, friends, and neighbors strip away every innocent lace and bauble.  As suburban prejudices close around them, family loves and loyalties are tested in the ever-escalating dramatic turns of Alain Berliner's critically acclaimed first feature. Winner of the Golden Globe for Best Foreign Language Film and a favorite at festivals around the world, this unique film experience delivers magic of the rarest sort through a story of difference, rejection, and childlike faith in miracles.",Alain Berliner,"['Georges Du Fresne', 'Michèle Laroque', 'Jean-Philippe Écoffey', 'Hélène Vincent', 'Cristine Barget']"
1735,"Loosely based on the Charles Dickens' classic novel, ""Great Expectations"" is a sensual tale of a young man's unforgettable passage into manhood, and the three individuals who will undeniably change his life forever. Through the surprising interactions of these vivid characters, ""Great Expectations"" takes a unique and contemporary look at life's great coincidences.",Alfonso Cuarón,"['Ethan Hawke', 'Gwyneth Paltrow', 'Hank Azaria', 'Chris Cooper', 'Anne Bancroft']"
1738,"""Mama, Papa, last night I had an ugly dream which sent shivers down my spine..."" Cine terror wrecked my eyes with images that lurk. The thief with his face against the cold wall murmurs in riddles and weeps for peace as Mario spins. Off loading trauma from having been glassed after the first public screening of CLING FILM in Britain, Franko's art assemblages, scars, tattoos, broken glass and blood red crosses in his flat translate into bad bad dreams as life/art footage cross cuts with indelible images of Oedipus Re, Mario spinning, a man with dark wavy hair and stubble crying, WWII stereoscopes of bombed French or German cities; negative/positive flashback images of blindness...",Anna Thew,[]
1739,,,
1740,,,
1741,"Heated tempers, frustrated desires and dashed hopes plague a diverse group of individuals whose lives cross paths in Mexico City. There is the bar-owner's son, Chava, who yearns to emigrate to America. A poor barber, Abel, is madly in love with the gorgeous Alma, who eventually becomes a high-class prostitute. Finally, there is Susanita, the desperate spinster who pursues many love affairs in hopes of finding a husband.",Jorge Fons,"['Ernesto Gómez Cruz', 'María Rojo', 'Salma Hayek Pinault', 'Bruno Bichir', 'Delia Casanova']"
1742,"Daryl gets out of jail after 5 years. His mother has died, his girlfriend is married, and he can't find a job. His new girlfriend Vanessa, whom he meets when a gunman opens fire on them, gets him a job as a car driver. Hitmen are still after them, and Vanessa tells Daryl that this is her former lover Ahmad who wants revenge.",Darin Scott,"['Bokeem Woodbine', 'Cynda Williams', 'Damon Saleem', 'Clifton Powell', 'Tony Todd']"
1743,,,
1744,"Firefighter Jesse Graves has to save ornithologist Jennifer and other people caught in a forest fire, which was set up by the lawyer of convicted killer Earl Shaye, who escaped from the prison with several of his inmates posing as firefighters to recover $37,000,000 in stashed loot.",Dean Semler,"['Howie Long', 'Scott Glenn', 'Suzy Amis', 'William Forsythe', 'Christianne Hirt']"
1746,A student gets his senses enhanced by an experimental drug. But abuse is not an option.,Penelope Spheeris,"['Marlon Wayans', 'David Spade', 'Matthew Lillard', 'Rip Torn', 'Tamara Taylor']"
1747,"During the final weeks of a presidential race, the President is accused of sexual misconduct. To distract the public until the election, the President's adviser hires a Hollywood producer to help him stage a fake war.",Barry Levinson,"['Dustin Hoffman', 'Robert De Niro', 'Anne Heche', 'Woody Harrelson', 'Denis Leary']"
1748,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",Alex Proyas,"['Rufus Sewell', 'William Hurt', 'Kiefer Sutherland', 'Jennifer Connelly', ""Richard O'Brien""]"
1749,"Successful playwright Felix Webb has a new play, 'The Hit Man', in rehearsal. Directed by his old friend Humphrey, it is already being hailed as a masterpiece; but Felix can't enjoy his success. He has fallen passionately in love with Hilary, a beautiful, fiesty young actress, and is preparing to desert his perfect family, his wife Elena and three lively children. His intolerable situation is further complicated when Humphrey casts Hilary as one of the leads in 'The Hit Man'. Enter Robin Grange, a charismatic young Hollywood actor making his London theatre debut. Robin is attractive, charming and dangerous, and soon inveigles his way into everyone's life. He ingratiates himself with the cast and, quickly grasping Felix's dilemma, sets about weaving his web of mischief. He suggests that if he were to seduce Elena, she would be distracted from Felix's affair, regain her self respect, and perhaps even willingly part from the unfaithful husband to whom she clings...",John Duigan,"['Jon Bon Jovi', 'Anna Galiena', 'Lambert Wilson', 'Thandiwe Newton', 'Barry Humphries']"
1750,Shy seventh-grader Spencer Griffith's life changes when the meteor falls into local junkyard and he finds a Cybersuit - the wise and strong robot from another galaxy. Spencer puts Cybersuit on and becomes a different kind of guy,Manny Coto,"['Joseph Mazzello', 'Richard Gilliland', 'Corinne Bohrer', 'Alex Daniels', 'Joey Simmrin']"
1752,,,
1753,"Three lovable party buds try to bail their friend out of jail. But just when the guys have mastered a plan, everything comes dangerously close to going up in smoke.",Tamra Davis,"['Dave Chappelle', 'Jim Breuer', 'Harland Williams', 'Guillermo Díaz', 'Rachel True']"
1754,"Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution the killings start again, and they are very similar to Reese's style.",Gregory Hoblit,"['Denzel Washington', 'John Goodman', 'Donald Sutherland', 'Embeth Davidtz', 'James Gandolfini']"
1755,Two con artists hire an unwitting medical-school student as a secretary for their latest scam.,Stefan Schwartz,"['Dan Futterman', 'Stuart Townsend', 'Kate Beckinsale', 'Rowena Cooper', 'Scott Charles']"
1756,"In this direct-to-video sequel, Gabriel returns to try to destroy the human race he despises so much, with the help of a suicidal teen and the opposition of the angel Daniel.",Greg Spence,"['Christopher Walken', 'Russell Wong', 'Jennifer Beals', 'Brittany Murphy', 'Eric Roberts']"
1757,,,
1758,"Veronica is brilliant, gifted and beautiful, but the handsome aristocrat she loves, Marco Venier, cannot marry her because she is penniless and of questionable family. So Veronica's mother, Paola, teaches her to become a courtesan, one of the exotic companions favored by the richest and most powerful Venetian men. Veronica courageously uses her charms to change destiny -- and to give herself a chance at true love.",Marshall Herskovitz,"['Catherine McCormack', 'Rufus Sewell', 'Oliver Platt', 'Fred Ward', 'Naomi Watts']"
1759,"Fernando, a journalist, and his friend César join terrorist group MR8 in order to fight Brazilian dictatorial regime during the late sixties. César, however, is wounded and captured during a bank hold up. Fernando then decides to kidnap the American ambassador in Brazil and ask for the release of fifteen political prisoners in exchange for his life.",Bruno Barreto,"['Alan Arkin', 'Pedro Cardoso', 'Fernanda Torres', 'Luiz Fernando Guimarães', 'Cláudia Abreu']"
1760,World famous pop group the Spice Girls zip around London in their luxurious double decker tour bus having various adventures and performing for their fans.,Bob Spiers,"['Victoria Beckham', 'Mel B', 'Emma Bunton', 'Melanie C', 'Geri Halliwell']"
1762,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who have taken over the ship first.",Stephen Sommers,"['Treat Williams', 'Famke Janssen', 'Anthony Heald', ""Kevin J. O'Connor"", 'Wes Studi']"
1764,A sarcastic comedy thriller about a vampire who sets out to infect the blood of a hospital and the twenty-something slackers who set out to stop him.,Brian Evans,"['Jason Brouwer', 'T.J. Timon']"
1765,A convicted killer races to prove conspirators framed him for his girlfriend's murder.,Bret Michaels,"['Bret Michaels', 'Martin Sheen', 'Kristi Gibson', 'Lorelei Shellist', 'Simon Elsworth']"
1767,"Music From Another Room is a romantic comedy that follows the exploits of Danny, a young man who grew up believing he was destined to marry the girl he helped deliver as a five year old boy when his neighbor went into emergency labor. Twenty-five years later, Danny returns to his hometown and finds the irresistible Anna Swann but she finds it easy to resist him since she is already engaged to dreamboat Eric, a very practical match. In pursuit of Anna, Danny finds himself entangled with each of the eccentric Swanns including blind, sheltered Nina, cynical sister Karen, big brother Bill and dramatic mother Grace as he fights to prove that fate should never be messed with and passion should never be practical.",Charlie Peters,"['Jude Law', 'Jennifer Tilly', 'Gretchen Mol', 'Martha Plimpton', 'Brenda Blethyn']"
1768,A man goes for a walk through the countryside with his dying mother.,Aleksandr Sokurov,"['Aleksei Ananishnov', 'Gudrun Geyer']"
1769,"Hired assassin John Lee is asked by Chinatown crime boss Terence Wei to murder the young son of policeman Stan Zedkov. Lee has the boy in his sights, but his conscience gets the better of him, and he spares the child's life. Afraid that Wei will take revenge on his family in China, Lee seeks out expert forger Meg Coburn to obtain the passport he needs to get out of the country, but a band of replacement killers is soon on his trail.",Antoine Fuqua,"['Chow Yun-Fat', 'Mira Sorvino', 'Michael Rooker', 'Kenneth Tsang', 'Jürgen Prochnow']"
1770,,,
1771,"For cynical tabloid journo Richard Dees, facts are always stranger than fiction. Every headline is a dead-line. Serial killers, UFO abductions, tales of molestation, mayhem and murder. To some the tales are mere sleazy fantasy – but his faithful readers believe. And now there's a new story: The Night Flier. What is it that travels by night in a dark-winged Cessna, lands at secluded airfields and murders local residents? Dees begins to track the unknown killer in a Cessna of his own, uncovering clues that reveal a pilot more terrifying than he could have ever imagined.",Mark Pavia,"['Miguel Ferrer', 'Julie Entwisle', 'Dan Monahan', 'Michael H. Moss', 'John Bennes']"
1772,"Finally released from prison, Elwood Blues is once again enlisted by Sister Mary Stigmata in her latest crusade to raise funds for a children's hospital. Hitting the road to re-unite the band and win the big prize at the New Orleans Battle of the Bands, Elwood is pursued cross-country by the cops.",John Landis,"['Dan Aykroyd', 'John Goodman', 'Joe Morton', 'Frank Oz', 'J. Evan Bonifant']"
1773,"A businessman, Tsuda, runs into a childhood friend, Kojima, on the subway. Kojima is working as a semiprofessional boxer. Tsuda soon begins to suspect that Kojima might be having an affair with his fiancée Hizuru. After an altercation, Tsuda begins training rigorously himself, leading to an extremely bloody, violent confrontation.",Shinya Tsukamoto,"['Shinya Tsukamoto', 'Kaori Fujii', 'Kôji Tsukamoto', 'Naomasa Musaka', 'Koichi Wajima']"
1774,,,
1776,"A group of young people leave Harlem for a bus trip down to Miami. The voyage starts off with problems, but it ends up becoming a learning experience, as they end up finding things out about each other they had not previously known.",Millicent Shelton,"['Malik Yoba', 'Melissa De Sousa', 'John Witherspoon', 'Fredro Starr', 'Cedric the Entertainer']"
1777,"Robbie, a local rock star turned wedding singer, is dumped on the day of his wedding. Meanwhile, waitress Julia finally sets a wedding date with her fiancée Glenn. When Julia and Robbie meet and hit it off, they find that things are more complicated than anybody thought.",Frank Coraci,"['Adam Sandler', 'Drew Barrymore', 'Christine Taylor', 'Allen Covert', 'Matthew Glave']"
1779,"A spacecraft is discovered on the floor of the Pacific Ocean, presumed to be at least 300 years old and of alien origin. A crack team of scientists and experts is assembled and taken to the Habitat, a state-of-the-art underwater living environment, to investigate.",Barry Levinson,"['Dustin Hoffman', 'Sharon Stone', 'Samuel L. Jackson', 'Peter Coyote', 'Liev Schreiber']"
1780,,,
1781,,,
1782,,,
1783,"After spending two years in prison, framed for accepting a bribe, former newspaper reporter Harry Barber is released, bitter and disillusioned. Feeling like he were owed something for his loss of time, he proceeds to get himself involved in a simple kidnapping plot which turns out to be more complex than he imagined.",Volker Schlöndorff,"['Woody Harrelson', 'Gina Gershon', 'Elisabeth Shue', 'Rolf Hoppe', 'Michael Rapaport']"
1784,"Melvin Udall, a cranky, bigoted, obsessive-compulsive writer of romantic fiction, is rude to everyone he meets, including his gay neighbor, Simon. After Simon is brutally attacked and hospitalized, Melvin finds his life turned upside down when he has to look after Simon's dog. In addition, Carol, the only waitress at the local diner who will tolerate him, leaves work to care for her chronically ill son, making it impossible for Melvin to eat breakfast.",James L. Brooks,"['Jack Nicholson', 'Helen Hunt', 'Greg Kinnear', 'Cuba Gooding Jr.', 'Shirley Knight']"
1785,A former drug lord returns from prison determined to wipe out all his competition and distribute the profits of his operations to New York's poor and lower classes in this stylish and ultra violent modern twist on Robin Hood.,Abel Ferrara,"['Christopher Walken', 'David Caruso', 'Laurence Fishburne', 'Victor Argo', 'Wesley Snipes']"
1787,This is a very clear and personalized presentation of the history and human impact of a seriously debilitating disease - one which we in the western world are too often tempted to think of in the past tense.,,[]
1788,,,
1789,,,
1791,"A retired detective accepts a simple task, unaware that it will tear open old, forgotten, but deadly wounds.",Robert Benton,"['Paul Newman', 'Susan Sarandon', 'Gene Hackman', 'Reese Witherspoon', 'Stockard Channing']"
1792,,,
1793,,,
1794,,,
1795,"Heated tempers, frustrated desires and dashed hopes plague a diverse group of individuals whose lives cross paths in Mexico City. There is the bar-owner's son, Chava, who yearns to emigrate to America. A poor barber, Abel, is madly in love with the gorgeous Alma, who eventually becomes a high-class prostitute. Finally, there is Susanita, the desperate spinster who pursues many love affairs in hopes of finding a husband.",Jorge Fons,"['Ernesto Gómez Cruz', 'María Rojo', 'Salma Hayek Pinault', 'Bruno Bichir', 'Delia Casanova']"
1796,"Three pro surfers - gifted Shane, once-great Mickey and rising young star Keoni travel to Madagascar, Bali and Hawaii in search for the ultimate wave.",Zalman King,"['Matt George', 'Matty Liu', 'Shaun Tomson', 'Maylin Pultar', 'Darrick Doerner']"
1797,"An international team of climbers ascends Mt. Everest in the spring of 1996. The film depicts their lengthy preparations for the climb, their trek to the summit, and their successful return to Base Camp. It also shows many of the challenges the group faced, including avalanches, lack of oxygen, treacherous ice walls, and a deadly blizzard.",David Breashears,"['Liam Neeson', 'Ed Viesturs', 'David Breashears', 'Tracy Pfau', 'Lhakpa Dorji']"
1798,"Jackson and Helen are in love and about to have their first child when they move in with Jackson's mother, Martha, in order to take care of the family estate. But all is not well in this household. Martha is jealous of her son's affection for Helen, and, despite her Southern smile, she's starting to act strangely. As Helen tries to create a happy home life, Martha attempts to divide the family so that Jackson will become hers alone.",Jonathan Darby,"['Jessica Lange', 'Gwyneth Paltrow', 'Johnathon Schaech', 'Nina Foch', 'Debi Mazar']"
1799,"Carlo, a former mobster, is abducted by five privileged young men desperate to raise a $2 million ransom to save the sister of a friend. As Carlo plays mind games, however, his captors splinter -- each wondering whether one of their own had a hand in the crime.",Peter O'Fallon,"['Christopher Walken', 'Henry Thomas', 'Sean Patrick Flanery', 'Jay Mohr', 'Jeremy Sisto']"
1801,"Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe.",Randall Wallace,"['Leonardo DiCaprio', 'Gabriel Byrne', 'Jeremy Irons', 'John Malkovich', 'Gérard Depardieu']"
1804,"The four Newton brothers are a poor farmer family in the 1920s. One day, the eldest, Willis, realizes that there's no future in the fields and offers his brothers to become bank robbers. Soon, they gain notoriety and, five years later, execute the greatest train robbery in American history.",Richard Linklater,"['Matthew McConaughey', 'Skeet Ulrich', 'Ethan Hawke', ""Vincent D'Onofrio"", 'Dwight Yoakam']"
1805,"When teen-socialite Kelly Van Ryan and troubled bad girl Suzie Toller accuse guidance counselor Sam Lombardo of rape, he's suspended by the school, rejected by the town, and fighting to get his life back. One cop suspects conspiracy, but nothing is what it seems...",John McNaughton,"['Kevin Bacon', 'Matt Dillon', 'Neve Campbell', 'Denise Richards', 'Theresa Russell']"
1806,"Paulie, a talking parrot, recounts his travels looking for his original owner to a Russian janitor who helps him to the end of his journey.",John Roberts,"['Gena Rowlands', 'Tony Shalhoub', 'Cheech Marin', 'Bruce Davison', 'Trini Alvarado']"
1807,"Russell, a single father, balances his work as a lawyer with the care of his five-year-old son after his wife abandoned them. When she reappears creating turmoil, he must deal with his new love interest and the job opportunity of a lifetime.",John N. Smith,"['Vince Vaughn', 'Monica Potter', 'Joey Lauren Adams', 'Bobby Moat', 'Devon Sawa']"
1809,"Beleaguered police detective Nishi takes desperate measures to try and set things right in a world gone wrong. With his wife suffering from leukemia and his business partner paralyzed from a brutal gangster attack, Nishi borrows from a yakuza loan shark and then robs a bank to clear his debt.",Takeshi Kitano,"['Takeshi Kitano', 'Kayoko Kishimoto', 'Ren Osugi', 'Susumu Terajima', 'Tetsu Watanabe']"
1810,"In this adaptation of the best-selling roman à clef about Bill Clinton's 1992 run for the White House, the young and gifted Henry Burton is tapped to oversee the presidential campaign of Governor Jack Stanton. Burton is pulled into the politician's colorful world and looks on as Stanton -- who has a wandering eye that could be his downfall -- contends with his ambitious wife, Susan, and an outspoken adviser, Richard Jemmons.",Mike Nichols,"['John Travolta', 'Emma Thompson', 'Billy Bob Thornton', 'Adrian Lester', 'Maura Tierney']"
1811,"Two men become entangled in a torrid love affair with the same woman. Pierre is Miriam's longtime lover. John is desperately searching for clues about his past when he and Miriam have a fateful encounter in a Berlin train station. The allure of forbidden love becomes irresistible, and an intense love triangle is ignited. Who will Miriam choose? Who will walk away? For two men who desperately adore the same woman and for the woman who loves them equally...there is no easy way out.",Peter Sehr,"['Heike Makatsch', 'Daniel Craig', 'Seymour Cassel', 'Allen Garfield', 'Marie-Christine Barrault']"
1812,"The tale of a ten-year-old boy in a Catholic school who, following the death of his beloved grandfather, embarks on a quest to discover the meaning of life.",M. Night Shyamalan,"['Denis Leary', 'Joseph Cross', ""Rosie O'Donnell"", 'Dana Delany', 'Timothy Reifsnyder']"
1814,About a young woman who is married to a devout Jew and the problems that trouble their marriage because of the woman wanting something more out of her life.,Boaz Yakin,"['Renée Zellweger', 'Christopher Eccleston', 'Julianna Margulies', 'Allen Payne', 'Glenn Fitzgerald']"
1815,"An intriguing look at the agonies of the Sonoran Desert in Arizona, northern Mexico and Southern California forthrightly reveals the animals' and vegetation's dreadful task of accommodating themselves to their homeland. Stunningly photographed by Keith Brust, producer-writer Sean Morris and their companions --- with Barry Nye lending his customary editing assurance --- provide a handsome study of deprivation and survival and an illuminating look at how the other half lives and dies.",,['Richard Kiley']
1816,,,
1817,Charlie returns to his old town where he meets his ex-girlfriend again and tries to get her back.,Edward Burns,"['Lauren Holly', 'Edward Burns', 'Jon Bon Jovi', 'Blythe Danner', 'Connie Britton']"
1819,,,
1820,"Father Michael McKinnon goes from the UK to Boston circa 1935. For unknown reasons, he avoids at all costs the most prominent parishioners, Arthur and Eleanor Barret. Meanwhile Eleanor and Arthur desperately want to have a child, but Arthur is sterile, so they hire Harvard law student Roger Martin to impregnate Eleanor, but unfortunately Roger falls in love with her.",Lesli Linka Glatter,"['Madeleine Stowe', 'Kenneth Branagh', 'William Hurt', 'Robert Loggia', 'Bronia Wheeler']"
1821,"A pregnant New York social worker begins to develop romantic feelings for her gay best friend, and decides she'd rather raise her child with him, much to the dismay of her overbearing boyfriend.",Nicholas Hytner,"['Jennifer Aniston', 'Paul Rudd', 'Alan Alda', 'Nigel Hawthorne', 'John Pankow']"
1822,Two surfers end up as Yellowstone park rangers and have to stop a former ranger who is out for revenge.,Steve Boyum,"['Paul Walker', 'John Ashton', 'Dennis Hopper', 'Eric Braeden', 'Richard Lineback']"
1824,"Three laborers on a Northern California marijuana plantation become increasingly paranoid when they learn that their boss has been murdered. They know enough to run, taking with them enough of the crop to pay them for services rendered. Hooking up with go-between Lucy in the next town, they plot their next move.",Stephen Gyllenhaal,"['Kelly Lynch', 'Billy Bob Thornton', 'Hank Azaria', 'Jon Bon Jovi', 'Ryan Phillippe']"
1825,,,
1826,"Mom and dad dump son Cody, daughter Abby, her best friend Marcella and a baby on the farm with Grandpa and Grandma. Purple dinosaur Barney soon appears to entertain the kids, and when a large colorful egg deposited on a farm by a shooting star is accidentally carted off, Barney and the kids start their chase for it.",Steve Gomer,"['Kyla Pratt', 'Trevor Morgan', 'George Hearn', 'Shirley Douglas', 'Alan Fawcett']"
1827,"The Big One is an investigative documentary from director Michael Moore who goes around the country asking why big American corporations produce their product abroad where labor is cheaper while so many Americans are unemployed, losing their jobs, and would happily be hired by such companies as Nike.",Michael Moore,"['Michael Moore', 'Jim Czarnecki', 'Elaine Bly', 'Brian Danitz', 'Richard Jewell']"
1829,"The story of Hong Kong, from New Year's Day to June 30th, 1997, when the British left their colony and turned it over to the People's Republic of China.",Wayne Wang,"['Jeremy Irons', 'Gong Li', 'Maggie Cheung Man-Yuk', 'Michael Hui Koon-Man', 'Rubén Blades']"
1830,,,
1831,"The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.",Stephen Hopkins,"['William Hurt', 'Matt LeBlanc', 'Mimi Rogers', 'Heather Graham', 'Gary Oldman']"
1832,"In Sydney, the newly married Midori is honeymooning with her husband, Yukio. She does not love him and fakes her own kidnapping to escape the marriage. Her lover is supposed to meet her, but fails to appear. She goes to a bank to get some cash, only to become a hostage in an unfolding robbery, until the getaway driver, Colin, saves her from his fellow robbers. They hit the road together, with the cops, her husband and the robbers in pursuit.",Craig Lahiff,"['Russell Crowe', 'Youki Kudoh', 'Kenji Isomura', 'Ray Barrett', 'Robert Mammone']"
1833,"Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code.",Harold Becker,"['Bruce Willis', 'Alec Baldwin', 'Miko Hughes', 'Chi McBride', 'Kim Dickens']"
1834,An inventor of a secret process suddenly finds himself alone as both his friends and the corporation he works for turn against him.,David Mamet,"['Steve Martin', 'Campbell Scott', 'Ben Gazzara', 'Rebecca Pidgeon', 'Ricky Jay']"
1835,"When a guardian angel – who invisibly watches over the citizens of Los Angeles – becomes captivated by a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth.",Brad Silberling,"['Nicolas Cage', 'Meg Ryan', 'Andre Braugher', 'Dennis Franz', 'Colm Feore']"
1836,Two young women and their friends spend spare time at an exclusive nightclub in 1980s New York.,Whit Stillman,"['Chloë Sevigny', 'Kate Beckinsale', 'Chris Eigeman', 'Mackenzie Astin', 'Matt Keeslar']"
1837,"Brucey, the son of Oscar, calls his father to invite him to his wedding to Felix's daughter next Sunday in California. Oscar and Felix meet again at Los Angeles International Airport and rent a car in order to go to San Malina for the wedding.",Howard Deutch,"['Jack Lemmon', 'Walter Matthau', 'Richard Riehle', 'Jonathan Silverman', 'Lisa Waltz']"
1839,"Sammy, an agitated agent lost in the forest of the modern world, happens upon a gentle giant with a tall talent for friendship named Max.",Michael Lehmann,"['Billy Crystal', 'Gheorghe Mureșan', 'Kathleen Quinlan', 'Joanna Pacula', 'Jere Burns']"
1840,A basketball player's father must try to convince him to go to a college so he can get a shorter prison sentence.,Spike Lee,"['Denzel Washington', 'Ray Allen', 'Rosario Dawson', 'Milla Jovovich', 'Hill Harper']"
1841,"A successful Savannah defense attorney gets romantically involved with a sexy, mysterious waitress troubled by psychopaths and dark family secrets.",Robert Altman,"['Kenneth Branagh', 'Embeth Davidtz', 'Robert Downey Jr.', 'Daryl Hannah', 'Tom Berenger']"
1842,Two young lovers are torn between their part-time criminal activity and the enticement of family and home.,Nick Gomez,"['Michael Rapaport', 'Lili Taylor', 'Adam Trese', 'Kevin Corrigan', 'Angela Featherstone']"
1843,"Five 2nd-grade kids who don't follow strict rules by their school principal Brinway are dubbed ""Stinkers"" by him. On the class visit to an aquarium the Stinkers decide that a sea lion called Slappy doesn't feel too good there, ""free"" him, and plant him into Brinway's hot-tub.",Barnet Kellman,"['BD Wong', 'Bronson Pinchot', 'Jennifer Coolidge', 'Joseph Ashton', 'Gary LeRoi Gray']"
1844,"When Victor attempts to seduce Elena, all he gets for his trouble is a one-way, six-year ticket to prison, where he concentrates on strengthening his mind, his body... and his desire for vengeance on the man who put him there. After his release and still madly in love with her, Victor will stop at nothing to win her over even if means revenge, for Elena has married David, the cop who sent him to prison!",Pedro Almodóvar,"['Javier Bardem', 'Francesca Neri', 'Liberto Rabal', 'Ángela Molina', 'José Sancho']"
1845,"Daryl Zero is a private investigator and—along with his assistant, Steve Arlo—he solves impossible crimes and puzzles. Although Daryl's a master investigator, he doesn't know what to do with himself when he's not working; he has no social skills, writes bad music and drives Steve crazy.",Jake Kasdan,"['Bill Pullman', 'Ben Stiller', ""Ryan O'Neal"", 'Kim Dickens', 'Angela Featherstone']"
1846,"The family of Raymond, his wife Val and her brother Billy live in working-class London district. Also in their family is Val and Billy's mother Janet and grandmother Kath. Billy is a drug addict and Raymond kicks him out of the house, making him live on his own. Raymond is generally a rough and even violent person, and that leads to problems in the life of the family.",Gary Oldman,"['Ray Winstone', 'Kathy Burke', 'Charlie Creed-Miles', 'Laila Morse', 'Edna Doré']"
1847,"Having missed several deadlines, and with the studio's attorneys hassling him, screenwriter Elliot Callahan (Tom Gilroy) takes the advice of his agent and rents a beachside house on the island Nantucket to find the peace and quiet he needs to get the creative juices flowing. There he meets the seriously intense Henry Carver (Matthew Dixon), who's written a screenplay he wants Callahan to read. Before long, Callahan suspects that Henry might be a serial killer writing about himself and that his screenplay is worth plagiarizing.",John Johnson,"['Tom Gilroy', 'Margaret Welsh', 'Mitchell Lichtenstein', 'Nurit Koppel', 'Matthew Dixon']"
1848,"The four-inch-tall Clock family secretly share a house with the normal-sized Lender family, ""borrowing"" such items as thread, safety pins, batteries and scraps of food. However, their peaceful co-existence is disturbed when evil lawyer Ocious P. Potter steals the will granting title to the house, which he plans to demolish in order to build apartments. The Lenders are forced to move, and the Clocks face the risk of being exposed to the normal-sized world.",Peter Hewitt,"['John Goodman', 'Mark Williams', 'Jim Broadbent', 'Celia Imrie', 'Flora Newbigin']"
1849,"An Arthurian legend of young Prince Valiant, son of the King of Scandia. After the King is exiled by an evil leader, the Prince travels to Camelot to secure the aid of King Arthur in helping restore his family to power and prevent a plot by the Black Knight.",Anthony Hickox,"['Stephen Moyer', 'Katherine Heigl', 'Thomas Kretschmann', 'Edward Fox', 'Udo Kier']"
1850,,,
1851,,,
1852,,,
1853,,,
1854,"An egotistical television personality enlists the assistance of his best friend in putting the fidelity of his fiancé to the test in this amiable comedy of the sexes. Told in flashback, the film takes a familiar love-triangle scenario and gives it a bitter twist. With a bride who seems too good for either suitor, the film is sustained by one question - who will she choose?",Doug Ellin,"['David Schwimmer', 'Jason Lee', 'Mili Avital', 'Bonnie Hunt', 'Vanessa Angel']"
1855,"After squandering his grant money, despondent and recently widowed anthropologist James Krippendorf must produce hard evidence of the existence of a heretofore undiscovered New Guinea tribe. Grass skirts, makeup, and staged rituals transform his three troubled children into the Shelmikedmu, a primitive culture whose habits enthrall scholars. But when a spiteful rival threatens to blow the whistle on Krippendorf's ruse, he gets into the act as well.",Todd Holland,"['Richard Dreyfuss', 'Jenna Elfman', 'Zakes Mokae', 'Siobhan Fallon Hogan', 'Natasha Lyonne']"
